,Credit_Score
91216,Good
91217,Standard
91218,Good
91219,Good
91220,Good
91221,Good
91222,Good
91223,Good
91224,Good
91225,Good
91226,Good
91227,Standard
91228,Standard
91229,Standard
91230,Standard
91231,Good
91232,Standard
91233,Standard
91234,Standard
91235,Poor
91236,Poor
91237,Poor
91238,Standard
91239,Standard
91240,Standard
91241,Standard
91242,Standard
91243,Standard
91244,Standard
91245,Standard
91246,Standard
91247,Standard
91248,Standard
91249,Standard
91250,Standard
91251,Good
91252,Standard
91253,Good
91254,Standard
91255,Standard
91256,Standard
91257,Standard
91258,Standard
91259,Standard
91260,Standard
91261,Standard
91262,Standard
91263,Standard
91264,Standard
91265,Standard
91266,Standard
91267,Standard
91268,Standard
91269,Standard
91270,Standard
91271,Standard
91272,Standard
91273,Standard
91274,Standard
91275,Standard
91276,Standard
91277,Standard
91278,Standard
91279,Standard
91280,Standard
91281,Good
91282,Standard
91283,Good
91284,Good
91285,Good
91286,Standard
91287,Good
91288,Standard
91289,Poor
91290,Poor
91291,Standard
91292,Standard
91293,Poor
91294,Poor
91295,Poor
91296,Standard
91297,Standard
91298,Standard
91299,Standard
91300,Standard
91301,Standard
91302,Standard
91303,Standard
91304,Standard
91305,Standard
91306,Standard
91307,Standard
91308,Standard
91309,Standard
91310,Standard
91311,Standard
91312,Standard
91313,Standard
91314,Standard
91315,Standard
91316,Standard
91317,Standard
91318,Standard
91319,Standard
91320,Poor
91321,Poor
91322,Poor
91323,Standard
91324,Standard
91325,Poor
91326,Poor
91327,Poor
91328,Good
91329,Standard
91330,Good
91331,Good
91332,Good
91333,Good
91334,Standard
91335,Standard
91336,Standard
91337,Standard
91338,Standard
91339,Standard
91340,Standard
91341,Standard
91342,Standard
91343,Standard
91344,Standard
91345,Standard
91346,Standard
91347,Standard
91348,Standard
91349,Standard
91350,Good
91351,Standard
91352,Good
91353,Good
91354,Good
91355,Good
91356,Good
91357,Good
91358,Good
91359,Good
91360,Poor
91361,Poor
91362,Poor
91363,Poor
91364,Poor
91365,Poor
91366,Standard
91367,Standard
91368,Poor
91369,Poor
91370,Poor
91371,Standard
91372,Poor
91373,Poor
91374,Poor
91375,Poor
91376,Poor
91377,Poor
91378,Poor
91379,Standard
91380,Poor
91381,Poor
91382,Poor
91383,Poor
91384,Standard
91385,Good
91386,Good
91387,Good
91388,Good
91389,Good
91390,Standard
91391,Good
91392,Poor
91393,Standard
91394,Poor
91395,Poor
91396,Poor
91397,Poor
91398,Poor
91399,Poor
91400,Poor
91401,Poor
91402,Poor
91403,Poor
91404,Standard
91405,Poor
91406,Poor
91407,Poor
91408,Standard
91409,Standard
91410,Standard
91411,Good
91412,Good
91413,Good
91414,Good
91415,Good
91416,Good
91417,Good
91418,Good
91419,Good
91420,Good
91421,Good
91422,Standard
91423,Standard
91424,Standard
91425,Standard
91426,Standard
91427,Standard
91428,Standard
91429,Standard
91430,Standard
91431,Standard
91432,Good
91433,Good
91434,Good
91435,Good
91436,Good
91437,Good
91438,Good
91439,Good
91440,Poor
91441,Poor
91442,Poor
91443,Poor
91444,Poor
91445,Poor
91446,Poor
91447,Poor
91448,Standard
91449,Standard
91450,Standard
91451,Poor
91452,Poor
91453,Poor
91454,Standard
91455,Poor
91456,Good
91457,Good
91458,Good
91459,Good
91460,Standard
91461,Good
91462,Good
91463,Standard
91464,Good
91465,Good
91466,Good
91467,Good
91468,Good
91469,Good
91470,Standard
91471,Good
91472,Standard
91473,Standard
91474,Standard
91475,Standard
91476,Standard
91477,Standard
91478,Standard
91479,Standard
91480,Standard
91481,Standard
91482,Standard
91483,Standard
91484,Standard
91485,Standard
91486,Standard
91487,Standard
91488,Standard
91489,Standard
91490,Standard
91491,Poor
91492,Poor
91493,Standard
91494,Poor
91495,Poor
91496,Poor
91497,Standard
91498,Poor
91499,Poor
91500,Poor
91501,Poor
91502,Poor
91503,Poor
91504,Poor
91505,Poor
91506,Standard
91507,Poor
91508,Poor
91509,Poor
91510,Standard
91511,Poor
91512,Standard
91513,Standard
91514,Standard
91515,Standard
91516,Standard
91517,Standard
91518,Standard
91519,Standard
91520,Good
91521,Good
91522,Good
91523,Good
91524,Good
91525,Good
91526,Standard
91527,Standard
91528,Good
91529,Good
91530,Good
91531,Good
91532,Good
91533,Good
91534,Good
91535,Good
91536,Standard
91537,Standard
91538,Standard
91539,Good
91540,Good
91541,Standard
91542,Good
91543,Good
91544,Standard
91545,Standard
91546,Standard
91547,Standard
91548,Standard
91549,Standard
91550,Standard
91551,Standard
91552,Standard
91553,Standard
91554,Standard
91555,Standard
91556,Standard
91557,Standard
91558,Standard
91559,Standard
91560,Poor
91561,Poor
91562,Poor
91563,Poor
91564,Poor
91565,Standard
91566,Standard
91567,Poor
91568,Standard
91569,Standard
91570,Standard
91571,Standard
91572,Standard
91573,Standard
91574,Standard
91575,Standard
91576,Standard
91577,Standard
91578,Standard
91579,Standard
91580,Standard
91581,Standard
91582,Standard
91583,Standard
91584,Standard
91585,Standard
91586,Standard
91587,Standard
91588,Standard
91589,Standard
91590,Good
91591,Good
91592,Poor
91593,Poor
91594,Poor
91595,Standard
91596,Standard
91597,Standard
91598,Poor
91599,Poor
91600,Standard
91601,Standard
91602,Standard
91603,Poor
91604,Poor
91605,Poor
91606,Poor
91607,Poor
91608,Standard
91609,Standard
91610,Standard
91611,Standard
91612,Standard
91613,Standard
91614,Good
91615,Good
91616,Standard
91617,Standard
91618,Standard
91619,Standard
91620,Standard
91621,Standard
91622,Standard
91623,Standard
91624,Standard
91625,Standard
91626,Standard
91627,Standard
91628,Standard
91629,Standard
91630,Good
91631,Standard
91632,Standard
91633,Standard
91634,Standard
91635,Standard
91636,Standard
91637,Standard
91638,Standard
91639,Standard
91640,Poor
91641,Poor
91642,Poor
91643,Standard
91644,Poor
91645,Poor
91646,Poor
91647,Poor
91648,Good
91649,Good
91650,Good
91651,Good
91652,Good
91653,Good
91654,Good
91655,Good
91656,Standard
91657,Standard
91658,Standard
91659,Standard
91660,Standard
91661,Standard
91662,Standard
91663,Standard
91664,Good
91665,Good
91666,Good
91667,Good
91668,Standard
91669,Good
91670,Good
91671,Good
91672,Standard
91673,Standard
91674,Standard
91675,Standard
91676,Poor
91677,Poor
91678,Poor
91679,Poor
91680,Standard
91681,Standard
91682,Standard
91683,Good
91684,Good
91685,Good
91686,Good
91687,Good
91688,Standard
91689,Standard
91690,Standard
91691,Standard
91692,Standard
91693,Standard
91694,Standard
91695,Standard
91696,Good
91697,Good
91698,Good
91699,Standard
91700,Good
91701,Good
91702,Good
91703,Good
91704,Good
91705,Good
91706,Good
91707,Standard
91708,Good
91709,Good
91710,Good
91711,Good
91712,Standard
91713,Standard
91714,Standard
91715,Poor
91716,Standard
91717,Standard
91718,Standard
91719,Standard
91720,Good
91721,Good
91722,Good
91723,Good
91724,Good
91725,Good
91726,Good
91727,Good
91728,Good
91729,Good
91730,Good
91731,Good
91732,Good
91733,Standard
91734,Good
91735,Standard
91736,Standard
91737,Standard
91738,Standard
91739,Standard
91740,Standard
91741,Standard
91742,Standard
91743,Standard
91744,Good
91745,Standard
91746,Good
91747,Standard
91748,Standard
91749,Standard
91750,Standard
91751,Standard
91752,Standard
91753,Standard
91754,Standard
91755,Standard
91756,Standard
91757,Standard
91758,Standard
91759,Standard
91760,Poor
91761,Standard
91762,Poor
91763,Poor
91764,Standard
91765,Standard
91766,Poor
91767,Poor
91768,Poor
91769,Standard
91770,Poor
91771,Standard
91772,Standard
91773,Standard
91774,Standard
91775,Standard
91776,Standard
91777,Standard
91778,Standard
91779,Good
91780,Good
91781,Good
91782,Standard
91783,Standard
91784,Standard
91785,Standard
91786,Standard
91787,Standard
91788,Standard
91789,Standard
91790,Standard
91791,Standard
91792,Poor
91793,Poor
91794,Poor
91795,Standard
91796,Poor
91797,Poor
91798,Poor
91799,Poor
91800,Standard
91801,Standard
91802,Standard
91803,Standard
91804,Standard
91805,Standard
91806,Standard
91807,Standard
91808,Standard
91809,Standard
91810,Standard
91811,Standard
91812,Standard
91813,Standard
91814,Standard
91815,Standard
91816,Standard
91817,Standard
91818,Standard
91819,Standard
91820,Standard
91821,Standard
91822,Good
91823,Good
91824,Poor
91825,Poor
91826,Standard
91827,Poor
91828,Poor
91829,Poor
91830,Poor
91831,Poor
91832,Standard
91833,Standard
91834,Standard
91835,Poor
91836,Poor
91837,Poor
91838,Standard
91839,Standard
91840,Poor
91841,Poor
91842,Poor
91843,Poor
91844,Poor
91845,Poor
91846,Standard
91847,Poor
91848,Standard
91849,Standard
91850,Standard
91851,Standard
91852,Standard
91853,Standard
91854,Poor
91855,Poor
91856,Standard
91857,Poor
91858,Poor
91859,Standard
91860,Standard
91861,Standard
91862,Standard
91863,Standard
91864,Good
91865,Standard
91866,Good
91867,Good
91868,Good
91869,Good
91870,Good
91871,Standard
91872,Standard
91873,Standard
91874,Standard
91875,Standard
91876,Standard
91877,Standard
91878,Standard
91879,Standard
91880,Good
91881,Good
91882,Good
91883,Good
91884,Good
91885,Good
91886,Good
91887,Good
91888,Poor
91889,Poor
91890,Poor
91891,Poor
91892,Poor
91893,Poor
91894,Standard
91895,Standard
91896,Poor
91897,Standard
91898,Standard
91899,Poor
91900,Poor
91901,Poor
91902,Standard
91903,Poor
91904,Poor
91905,Poor
91906,Poor
91907,Poor
91908,Poor
91909,Poor
91910,Standard
91911,Poor
91912,Standard
91913,Standard
91914,Standard
91915,Standard
91916,Standard
91917,Standard
91918,Standard
91919,Standard
91920,Poor
91921,Poor
91922,Poor
91923,Standard
91924,Standard
91925,Poor
91926,Poor
91927,Poor
91928,Standard
91929,Standard
91930,Standard
91931,Standard
91932,Standard
91933,Standard
91934,Standard
91935,Standard
91936,Poor
91937,Poor
91938,Poor
91939,Poor
91940,Poor
91941,Poor
91942,Standard
91943,Standard
91944,Standard
91945,Good
91946,Standard
91947,Good
91948,Good
91949,Good
91950,Standard
91951,Standard
91952,Poor
91953,Poor
91954,Poor
91955,Poor
91956,Poor
91957,Poor
91958,Poor
91959,Poor
91960,Good
91961,Good
91962,Standard
91963,Good
91964,Good
91965,Good
91966,Standard
91967,Good
91968,Poor
91969,Standard
91970,Poor
91971,Poor
91972,Poor
91973,Poor
91974,Poor
91975,Poor
91976,Standard
91977,Standard
91978,Standard
91979,Standard
91980,Standard
91981,Standard
91982,Standard
91983,Standard
91984,Standard
91985,Standard
91986,Standard
91987,Standard
91988,Standard
91989,Standard
91990,Standard
91991,Standard
91992,Standard
91993,Standard
91994,Standard
91995,Standard
91996,Standard
91997,Standard
91998,Standard
91999,Standard
92000,Standard
92001,Standard
92002,Standard
92003,Good
92004,Standard
92005,Good
92006,Good
92007,Good
92008,Standard
92009,Standard
92010,Poor
92011,Standard
92012,Standard
92013,Standard
92014,Standard
92015,Standard
92016,Poor
92017,Poor
92018,Poor
92019,Standard
92020,Poor
92021,Poor
92022,Poor
92023,Poor
92024,Standard
92025,Poor
92026,Poor
92027,Poor
92028,Poor
92029,Poor
92030,Poor
92031,Poor
92032,Standard
92033,Standard
92034,Standard
92035,Good
92036,Standard
92037,Good
92038,Good
92039,Good
92040,Good
92041,Good
92042,Good
92043,Good
92044,Good
92045,Good
92046,Good
92047,Good
92048,Poor
92049,Poor
92050,Poor
92051,Poor
92052,Poor
92053,Poor
92054,Poor
92055,Poor
92056,Good
92057,Good
92058,Good
92059,Standard
92060,Good
92061,Good
92062,Good
92063,Good
92064,Standard
92065,Standard
92066,Standard
92067,Good
92068,Standard
92069,Good
92070,Good
92071,Good
92072,Good
92073,Good
92074,Good
92075,Good
92076,Good
92077,Standard
92078,Good
92079,Good
92080,Good
92081,Good
92082,Good
92083,Good
92084,Standard
92085,Good
92086,Good
92087,Good
92088,Poor
92089,Standard
92090,Poor
92091,Poor
92092,Poor
92093,Poor
92094,Standard
92095,Standard
92096,Standard
92097,Good
92098,Good
92099,Standard
92100,Good
92101,Standard
92102,Good
92103,Good
92104,Good
92105,Good
92106,Good
92107,Good
92108,Standard
92109,Good
92110,Good
92111,Good
92112,Poor
92113,Poor
92114,Poor
92115,Poor
92116,Poor
92117,Poor
92118,Poor
92119,Poor
92120,Standard
92121,Standard
92122,Standard
92123,Standard
92124,Standard
92125,Standard
92126,Poor
92127,Poor
92128,Standard
92129,Standard
92130,Standard
92131,Standard
92132,Standard
92133,Standard
92134,Standard
92135,Standard
92136,Poor
92137,Standard
92138,Standard
92139,Poor
92140,Poor
92141,Poor
92142,Poor
92143,Poor
92144,Poor
92145,Poor
92146,Standard
92147,Poor
92148,Poor
92149,Poor
92150,Poor
92151,Poor
92152,Standard
92153,Standard
92154,Standard
92155,Standard
92156,Standard
92157,Standard
92158,Standard
92159,Standard
92160,Poor
92161,Standard
92162,Poor
92163,Standard
92164,Poor
92165,Poor
92166,Standard
92167,Standard
92168,Poor
92169,Standard
92170,Poor
92171,Poor
92172,Poor
92173,Standard
92174,Poor
92175,Poor
92176,Standard
92177,Standard
92178,Standard
92179,Standard
92180,Standard
92181,Standard
92182,Standard
92183,Standard
92184,Standard
92185,Poor
92186,Poor
92187,Poor
92188,Poor
92189,Poor
92190,Standard
92191,Poor
92192,Standard
92193,Standard
92194,Standard
92195,Standard
92196,Standard
92197,Standard
92198,Standard
92199,Standard
92200,Standard
92201,Standard
92202,Standard
92203,Good
92204,Good
92205,Good
92206,Good
92207,Good
92208,Good
92209,Good
92210,Good
92211,Standard
92212,Good
92213,Good
92214,Good
92215,Good
92216,Standard
92217,Standard
92218,Standard
92219,Standard
92220,Standard
92221,Standard
92222,Standard
92223,Standard
92224,Standard
92225,Standard
92226,Standard
92227,Standard
92228,Standard
92229,Standard
92230,Standard
92231,Good
92232,Poor
92233,Poor
92234,Poor
92235,Standard
92236,Poor
92237,Poor
92238,Poor
92239,Poor
92240,Good
92241,Good
92242,Good
92243,Good
92244,Good
92245,Good
92246,Good
92247,Good
92248,Standard
92249,Standard
92250,Standard
92251,Standard
92252,Standard
92253,Standard
92254,Standard
92255,Standard
92256,Standard
92257,Standard
92258,Standard
92259,Standard
92260,Standard
92261,Standard
92262,Standard
92263,Standard
92264,Poor
92265,Poor
92266,Poor
92267,Poor
92268,Poor
92269,Poor
92270,Standard
92271,Poor
92272,Standard
92273,Standard
92274,Standard
92275,Standard
92276,Standard
92277,Standard
92278,Poor
92279,Poor
92280,Standard
92281,Standard
92282,Standard
92283,Standard
92284,Standard
92285,Standard
92286,Poor
92287,Poor
92288,Standard
92289,Good
92290,Good
92291,Good
92292,Standard
92293,Good
92294,Good
92295,Standard
92296,Standard
92297,Standard
92298,Standard
92299,Standard
92300,Standard
92301,Standard
92302,Standard
92303,Standard
92304,Standard
92305,Standard
92306,Standard
92307,Standard
92308,Standard
92309,Standard
92310,Standard
92311,Standard
92312,Standard
92313,Standard
92314,Standard
92315,Standard
92316,Standard
92317,Standard
92318,Standard
92319,Standard
92320,Poor
92321,Poor
92322,Poor
92323,Poor
92324,Poor
92325,Poor
92326,Poor
92327,Poor
92328,Standard
92329,Standard
